location,rating,ground_truth,model_prediction,text,final_text
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Hei, para pejabat pemerintah. Jika Anda ingin orang-orang berhenti menganggap negara Anda sebagai negara terbelakang dunia ketiga, mungkin berhentilah menerima suap dan mulailah merawat fasilitas Anda. Belum sampai 10 langkah setelah memasuki Indonesia, saya dikerumuni orang-orang yang menawarkan tumpangan taksi dengan harga selangit, bahkan ada yang terus mengganggu saya ketika saya menyeberang jalan untuk bertemu dengan penumpang tumpangan saya!

Mengapa saya menyeberang jalan, mungkin Anda bertanya? Karena percaya atau tidak, para pengemudi taksi bersekongkol dan melarang semua tumpangan untuk menjemput penumpang di dalam fasilitas pelabuhan. Ya, ini tahun 2024 dan begitulah cara orang Indonesia masih bertindak. Saya tidak akan heran jika para pejabat menerima suap yang besar dari para pengemudi taksi ini dan terus menutup mata terhadap hal ini.

Anda semua harus ingat bahwa ini adalah pelabuhan masuk, tempat banyak orang mendapatkan kesan pertama mereka tentang Indonesia untuk pertama kalinya. Dan sebagai negara yang suka menampilkan citra yang baik, mereka masih sangat buruk dalam mengelola hal ini. Saya bahkan tidak bisa membayangkan betapa mengerikan kondisi kehidupan masyarakat Indonesia yang tinggal jauh dari tempat wisata. Ini memalukan bagi bangsa Anda.",hei jabat perintah henti anggap negara negara belakang dunia tiga henti terima suap mulai rawat fasilitas langkah pasuk kerumun tawar tumpang harga langit bahkan ganggu seberang temu tumpang seberang tanya percaya kemudi sekongkol larang tumpang jemput fasilitas begitu cara tindak heran jabat terima suap besar kemudi tutup mata ingat dapat kesan pertama pertama kali negara suka tampil citra baik buruk kelola bahkan bayang betapa keri kondisi hidup masyarakat tinggal jauh wisata malu bangsa
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal feri yang bagus di Batam,bagus
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Penuh sesak,penuh sesak
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Saya memberi nilai rendah bukan karena arsitekturnya, tetapi karena petugas imigrasi di sana. Mereka seperti perampok. Mereka melihat paspor Anda dan tanpa alasan meminta Anda menunggu di suatu tempat, terutama kepada orang-orang yang berasal dari negara berpenghasilan rendah dan tidak dapat berkomunikasi dalam bahasa Inggris dengan baik. Mereka meminta hingga 300 dolar Singapura dengan berbagai alasan. Meskipun pemegang paspor Asia Tenggara tidak memerlukan visa untuk memasuki Indonesia, petugas imigrasi di Batam membuat alasan tentang tidak memiliki visa kunjungan atau mungkin terkait penerbangan pulang dari negara lain seperti Singapura. Tidak ada yang akan tinggal melebihi batas waktu di pulau kecil itu, tetapi mereka sangat berbahaya dan meminta uang. Mereka menakut-nakuti Anda dengan berbagai cara, termasuk menggunakan telepon di area tunggu. Banyak orang dari Malaysia, Singapura, dan Myanmar memiliki pengalaman seperti itu dan lebih berhati-hati terhadap petugas imigrasi yang meminta uang di imigrasi terminal feri Batam. Bagi saya, saya balik bertanya kepada mereka dengan bahasa Inggris yang baik. Tidak mungkin saya akan membayar untuk alasan yang tidak masuk akal sementara saya adalah seorang penjelajah dunia dengan berbagai pengalaman.",beri nilai rendah arsitektur tugas imigrasi rampok lihat alas minta tunggu suatu utama asal negara hasil rendah komunikasi bahasa inggris baik minta hingga dolar bagai alas pegang asia tenggara perlu pasuk tugas imigrasi buat alas milik kunjung kait terbang pulang negara tinggal lebih batas kecil bahaya minta takut nakuti bagai cara masuk guna telepon myanmar milik alam hati hati tugas imigrasi minta imigrasi balik tanya bahasa inggris baik bayar alas akal orang jelajah dunia bagai alam
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"Pelabuhannya bagus, tetapi tempat parkir sepeda motornya tidak terorganisir.",labuh bagus parkir sepeda motor organisir
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"PETUGAS BERTELE"" PENGURUSAN IMEI RIBET CUMA DI SINI BEDA PARAAH  BANGEET
SAYA BUKAN PENJOKI
SAYA ORANG MAMPU!!!",tugas tele urus imei ribet beda paraah bangeet joki mampu
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Pengalaman yang sangat buruk di Imigrasi Batam Centre.

Istri dan putri kecil saya dihentikan saat menggunakan gerbang otomatis di Terminal Feri Batam Centre dan dibawa ke sebuah kantor pribadi. Ponsel mereka disita, sehingga mereka tidak dapat menghubungi saya sementara saya dan teman-teman saya menunggu di luar selama hampir satu jam tanpa mengetahui apa yang terjadi.

Mereka diberitahu bahwa mereka tidak dapat masuk ke Indonesia tetapi tidak diberikan alasan yang jelas. Putri kecil saya menangis karena dia tidak mengerti apa kesalahannya. Petugas kemudian mengisyaratkan bahwa masalah tersebut dapat ""diselesaikan"" dan meminta USD 100 per orang.

Setelah mengatakan bahwa dia tidak punya uang tunai, mereka bahkan menyarankan untuk mentransfer uang. Akhirnya mereka mengizinkannya untuk menghubungi saya untuk membawa uang tunai. Istri dan putri saya dibebaskan hanya setelah kami membayar SGD 200.

Pengalaman ini sangat menunjukkan perilaku korup dan penyalahgunaan wewenang. Karena kejadian ini, saya dan teman-teman saya sangat tidak akan merekomendasikan teman dan keluarga kami untuk mengunjungi Batam. Biasanya, saya memberikan tip saat bepergian, tetapi perjalanan kali ini saya tidak memberikan tip sama sekali karena pengalaman imigrasi benar-benar merusak perjalanan kami.",alam buruk imigrasi istri putri kecil henti guna otomatis bawa buah kantor pribadi ponsel sita hubung teman teman tunggu lama hampir tahu jadi diberitahu beri alas jelas putri kecil menang erti salah tugas kemudian isyarat masalah sebut selesai minta usd per kata punya tunai bahkan saran transfer akhir izin hubung bawa tunai istri putri bebas bayar sgd alam tunjuk perilaku korup penyalahgunaan wewenang jadi teman teman rekomendasi teman keluarga unjung biasa beri tip pergi jalan beri tip sama alam imigrasi rusak jalan
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Ferry internasional Batam Centre Point,point
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Sangat bagus,bagus
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,👍 terbaik …,baik
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan yang bagus, penghubung Harborfront.",bagus hubung harborfront
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Tidak terlalu sibuk.,terlalu sibuk
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Tampilan atas,tampil
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Saat membayar tunai di konter Visa on Arrival, beberapa staf mungkin memberikan kembalian kurang dari yang seharusnya, jadi pastikan untuk memeriksa kembalian Anda di tempat.
Dalam kasus saya, saya kekurangan kembalian sebesar IDR 8.000. Bahkan ketika saya menunjukkannya, saya diberitahu dengan nada memaksa, ""Itu kembalian Anda.""",bayar tunai arrival staf beri kembali kurang pasti periksa kembali kasus kurang kembali besar idr bahkan tunjuk diberitahu nada paksa kembali
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus,bagus
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Salah satu terminal feri terbesar di Pulau Batam. Cukup ramai bahkan di hari kerja. Memiliki lebih banyak penyedia feri dan jadwal daripada Harbour Bay.,besar ramai bahkan milik sedia jadwal
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Lambat,lambat
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Sudah 3 kali ke Batam
Proses bea cukai cepat dan mudah",proses bea cukai cepat mudah
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Staf imigrasi sangat kasar dan tidak sopan. Saya perhatikan mereka memarahi orang untuk hal-hal sepele dengan nada yang sangat keras dan kasar. Jika staf tidak ingin bekerja, mereka selalu bisa mengundurkan diri, jangan menyalahgunakan wewenang yang diberikan kepada Anda.",staf imigrasi kasar sopan perhati parah sepele nada keras kasar staf kerja undur diri menyalahgunakan wewenang beri
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Stafnya sangat ramah.,staf ramah
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"1. Semua makanan di sini mahal, tidak disarankan untuk dimakan oleh orang lain.
2. Semua penjual di sini memanfaatkan orang asing.",makan mahal saran makan jual manfaat asing
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Saya menulis ini berdasarkan apa yang saya saksikan dan alami pada 9 Januari 2024.
Tempat yang mengerikan dan menjijikkan yang mencerminkan citra buruk seluruh negara! Memperlakukan warga negara India dengan sangat buruk. Hati-hati. Ada seorang petugas bea cukai rasis yang hanya menargetkan orang India dan mencoba mendeportasi mereka, bahkan jika mereka memegang paspor Singapura.",tulis dasar saksi alami januari keri jijik cermin citra buruk seluruh negara laku warga negara india buruk hati hati orang tugas bea cukai ras target india coba deportasi bahkan pegang
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Fasilitasnya buruk. Tempat pengambilan bagasi tidak ideal, sempit, dan hanya menggunakan kipas angin. Fasilitas yang sangat mengerikan. Pemerintah, mohon gunakan anggaran Anda dengan bijak dan tepat, tingkatkan dan perbaiki fasilitas dan bangunan, serta hentikan korupsi dan penyuapan.",fasilitas buruk ambil ideal sempit guna kipas angin fasilitas keri perintah mohon guna anggar bijak tepat tingkat baik fasilitas bangun henti korupsi suap
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Tempatnya bagus tapi makanannya agak mahal. Jangan pesan Grab dari sini, Anda akan mengalami pengalaman traumatis (bukan karena Grab tapi karena taksi). Gunakan jembatan penyeberangan yang menghubungkan Batam Center ke Mega Mall (jembatan hanya buka jam 10 pagi). Kemudian turun satu lantai di Mega Mall, dan pesan Grab dengan titik penjemputan di Pintu Barat.",bagus makan mahal pesan grab alami alam traumatis grab guna jembatan hubung mega jembatan buka pagi kemudian mega pesan grab titik jemput pintu barat
Batam Centre Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Terkadang saya tidak mengerti apa yang ada di pikiran para petugas ini. Sebagai informasi untuk semua, jika Anda (Warga Negara Singapura) telah mengirimkan kartu kedatangan Anda secara online, Anda sebenarnya dapat menggunakan gerbang otomatis, alih-alih harus mengantre di loket manual, yang bisa sangat panjang pada hari-hari tertentu.

Namun, entah mengapa, petugas yang ditempatkan di antrean seolah memaksa Anda untuk mengantre di loket manual meskipun Anda telah memberi tahu mereka bahwa Anda telah mendaftar untuk gerbang otomatis. Mengapa? Mengapa mempersulit pekerjaan Anda? Sungguh membingungkan.

Perlu juga diperhatikan bahwa terkadang Anda akan bertemu beberapa petugas yang bertanya apakah Anda ingin ""pass ekspres"", dengan biaya tertentu. Korupsi terang-terangan.

Saya akan merekomendasikan pengunjung yang memasuki Batam melalui Terminal Feri HarbourBay. Pengalaman di sana lebih baik.",terkadang erti pikir tugas informasi warga negara kirim kartu datang online benar guna otomatis alih alih antre manual panjang tentu entah tugas tempat antre paksa antre manual beri tahu daftar otomatis sulit kerja sungguh bingung perhati terkadang temu tugas tanya pass ekspres biaya tentu korupsi terang terang rekomendasi unjung pasuk lalu harbourbay alam baik
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"Terdapat beberapa toko di dalam mal yang terletak tepat di dekat pelabuhan. Anda dapat mencapai mal yang lebih besar menggunakan jembatan yang menghubungkan kedua bangunan, tanpa harus meninggalkan tempat tersebut. Toko bebas bea di sana sangat kecil dan tidak menawarkan banyak pilihan. Terdapat juga beberapa restoran di lantai dua, dengan berbagai pilihan termasuk makanan lokal. Rencanakan untuk tiba setidaknya 1 jam sebelumnya.",dapat toko mal letak tepat dekat capai mal besar guna jembatan hubung dua bangun tinggal sebut toko bebas bea kecil tawar pilih dapat restoran bagai pilih masuk makan lokal rencana tiba belum
Harbour Bay Ferry Terminal,1 bintang,NEGATIF,NETRAL,AC di lantai atas masih belum diperbaiki. Pelayanan buruk. Tidak sempat menikmati pemandangan perahu di lantai atas. Sama sekali tidak direkomendasikan.,ac baik layan buruk sempat nikmat pandang perahu sama rekomendasi
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,Keluar untuk menyegarkan diri,segar diri
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,Sangat bersih dan nyaman,bersih nyaman
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,Suka itu,error 500 server error 1500 that s error there error please try later that s know
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Ini pilihan saya dibandingkan dengan terminal feri Batam Centre yang sangat ramai. Di sini lebih sepi dan transaksinya lancar.,pilih banding ramai sepi transaksi lancar
Harbour Bay Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Penumpang yang tidak memiliki tiket kelas bisnis dapat masuk dan naik feri bersama kami. Tidak ada sistem untuk memeriksa tiket dengan benar - buang-buang uang jika Anda membeli tiket Kelas Bisnis untuk memprioritaskan naik feri. Stafnya berantakan dan tidak teratur.

Salah satu staf memberi tahu kami (keluarga dengan bayi dan anak kecil) bahwa kami harus duduk di area umum terlebih dahulu, tidak perlu mengantre untuk masuk dulu dan mereka akan memanggil kami untuk memberi tahu kami bahwa kami dapat masuk. Tetapi pada akhirnya tidak ada yang melakukannya dan kami harus bergegas bergabung dengan antrean yang sudah terbentuk.

Toko-toko di sana cukup memadai untuk mengisi waktu kami sambil menunggu proses naik feri dimulai.",milik kelas bisnis sama sistem periksa buang buang beli kelas bisnis prioritas staf beranta atur staf beri tahu keluarga bayi anak kecil duduk umum lebih antre dulu panggil beri tahu akhir laku gegas gabung antre bentuk toko toko pada isi tunggu proses mulai
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,Tempat yang bagus untuk melihat matahari terbenam ✨,bagus lihat matahari benam
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Sangat praktis 🌹 …,praktis
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,"Terminal feri yang nyaman, lebih sedikit kemacetan, lebih sedikit penumpang, dan perjalanan lebih cepat ke Singapura.",nyaman sedikit macet sedikit jalan cepat
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,Berukuran kecil dengan tata letak yang sederhana dan pusat perbelanjaan di sebelahnya.,ukur kecil tata letak sederhana pusat belanja belah
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,"Salah satu terminal feri menuju Batam. Tidak terlalu berawan. Jadi tidak ada antrian panjang di hari kerja. Terminalnya terawat dengan baik.. banyak warung makan di sekitarnya, ada banyak warung yang menjual kek lapis favorit..",tuju terlalu awan antri panjang terminal awat baik warung makan sekitar warung jual kek lapis favorit
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan yang sangat nyaman di Singapura,nyaman
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Tempat yang bagus untuk makan makanan laut.,bagus makan makan
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,"Terminal feri yang sangat bagus. Tampilannya sangat modern, bahkan lebih bagus daripada terminal feri di tepi pelabuhan.",bagus tampil modern bahkan bagus tepi
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,Cukup bagus tempatnya.,bagus
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Aku suka 😍😍😍 …,suka
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Tempat-tempat bagus,bagus
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Terminal feri yang bagus,bagus
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,Bersih dan tidak terlalu ramai,bersih terlalu ramai
Harbour Bay Ferry Terminal,4 bintang,POSITIF,NETRAL,"New Harbour Bay dengan pusat perbelanjaan, tempat makan, dan akomodasi yang lengkap. Objek wisata baru dengan terminal feri baru pasti menjadi daya tarik utama bagi para pengunjung 😀 …",new pusat belanja makan akomodasi lengkap objek wisata baru baru jadi daya tarik utama unjung
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,"Tempat yang bagus, jalannya mudah dipahami dan tempat pembelian tiketnya juga mudah.",bagus jalan mudah paham beli tiket mudah
Harbour Bay Ferry Terminal,5 bintang,POSITIF,NETRAL,"Tempatnya bagus, bersih, dan rapi. Saya datang ke sini pagi-pagi sekitar jam 06.45, jadi tidak terlalu ramai.",bagus bersih rapi pagi pagi terlalu ramai
Harbour Bay Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Saya terkejut Horizon Ferry tidak menyediakan opsi pembayaran kartu kredit/debit atau QRS. Hanya menerima uang tunai 😂. ​​Saya terburu-buru membeli tiket dengan waktu tersisa 20 menit, jadi saya harus bergegas ke lantai pertama mencari mesin ATM.

Untungnya, frekuensi feri mereka di pagi hari adalah setiap 30 menit hingga 1 jam, jadi jika Anda bangun terlambat dan terburu-buru kembali ke Singapura untuk bekerja di pagi hari, ini bisa menjadi pilihan.

Tiket feri sekali jalan ke Singapura adalah IDR 515.000. Pembayaran hanya tunai.",kejut horizon sedia opsi bayar kartu kredit debit qrs terima tunai buru buru beli sisa gegas pertama cari mesin atm untung frekuensi pagi hingga bangun lambat buru buru kerja pagi jadi pilih idr bayar tunai
